,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
80% ACWI - 20% AGGU,0.314485382,0.000393602,0.138865075,0.072970145,0.028310647,0.023608027,0,0,0,0,0,0.036912108,0.012564101,0.010700915,0,0.000330182,0.000846985,0,0,0.000676984,0.004834437,0.026799287,0.013940547,0,0.026376014,0,0,-0.043966399,0,0,0,0,0,0.007196511,0,0.017999109,0.077743806,0,0.041249158,0
80% ACWI - 20% MUB,0.342263667,0.00142631,0.184263746,0.071536024,0.009282314,0.010313573,0,0,-0.00802514,0,0.002130918,0.032842088,0.002150625,0,0,0,0.005247027,0,0,0.025932451,0,0.038335906,0.033507333,0,0.013325331,0,0,-0.019700361,0,0,0,0,-0.009461872,0.014072811,0,0,0.061047134,0,0.065155273,0
abrdn-Emerg Mrkt Corp Bond I Acc HCHF,-0.126377122,-0.019293052,0,0.10264672,-0.0284791,-0.032866594,0,0.043328589,-0.044002761,-0.028289289,0,-0.05014725,0.050855155,-0.018959364,-0.031351629,0.017320459,0.005148785,0,0.099802643,-0.05978029,0,0.123325691,0.047118302,-0.62017778,-0.044845177,0.105833473,0.600261334,0.160723065,-0.05055329,0.044524136,-0.176892743,0,-0.042957197,0.001971571,0,0.048628162,-0.043844963,0.284877835,0,0.847326554
abrdn-Emerg Mrkt Corp Bond I Acc HEUR,-0.10735249,-0.038834139,0,0.098542681,-0.032258566,-0.012259476,0.017388437,0.065367213,-0.045814687,-0.036016498,0,-0.047336986,0.055146892,-0.004087594,-0.04139096,0.0175317,0,0,0.046683888,-0.042550824,0,0.036010671,0,-0.479291926,-0.07071485,0.133355265,0.628250649,0.106742799,-0.075719631,0.019007131,-0.093542747,-0.047120568,-0.021135716,0.017524149,0,0.040172637,-0.027830419,0.234766304,0,0.736654732
abrdn-Emerg Mrkt Corp Bond I Acc USD,-0.107633728,-0.032808431,0,0.098798087,-0.032159345,-0.014551624,0.015250025,0.05963359,-0.04597269,-0.038120323,0,-0.046343697,0.052820603,-0.003292127,-0.040432278,0.018216387,0,0,0.049406561,-0.035575879,0,0.038477224,0,-0.463053416,-0.07436687,0.134223564,0.617834067,0.108195921,-0.072489259,0.014331838,-0.083214951,-0.053709623,-0.019423726,0.018940522,0,0.037472734,-0.028935018,0.240838131,0,0.730061453
abrdn-Emerg Mrkt Corp Bond I M Inc HGBP,-0.074565876,0,0,0.074858477,-0.027918312,-0.048397697,0,0.022576689,-0.035888955,-0.018112245,0,-0.025722763,0.025713173,-0.065116653,-0.024055451,0,0,0,0.014514066,-0.053511895,0,0,0,-0.247923673,-0.073836195,0.08642867,0.693791297,0.039572871,-0.053139224,0,-0.001067312,-0.009219891,-0.009140902,0.007093649,0,0.060543337,-0.027464155,0.266539723,0,0.466118937
Acasta Global Fund Class D,0,0,0,0,0,-0.04955252,0.058552536,0,-0.016534135,-0.095083083,0.00132883,0.002704499,0.019480476,0.000783785,0,0,0,-0.010168955,0,0,-0.114676091,0.03344902,0,-0.163683741,-0.034284225,0,0.082073996,0,0,-0.024337262,0.022211406,-0.009162726,-0.011808675,0,0.247042684,0,0,0.431412536,0,0.267716923
ACF FX&Futures Overlay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Absolute Return,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Absolute Return CHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01046344,-0.033310297,0,0,0,-0.001419507,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Absolute Return EUR,0,0,0,0,0,0,0,0,-0.004627995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014924909,-0.033373994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Absolute Return GBP,0,0,0,0,0,0,0,0,-0.001816913,0,0,0,0,-0.019567666,0,0,0,0,0,0,0,0,0,0,-0.003118792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Absolute Return USD,0,0,0,0,0,0,0,0,-0.002815948,0,0,0,0,-0.018070339,0,0,0,0,0,0,0,0,0,0,-0.00526532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Absolute Return USD Class C,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Equity Hedge,0,0,0.145532115,0.011603426,0,0.155741998,-0.03910565,0.038058522,-0.10263769,0,0,0,-0.039338204,-0.003784752,-0.164859627,-0.010545707,0.120470581,0,-0.0512746,0.072686419,0,0,0,0,-0.024568963,-0.115314213,0,0,0,0,0,0.010516722,0,0.014790127,0,0,0,0.811370375,0,0
AIA Hedge Fund Strategies - Equity Hedge CHF,0,0,0,0,0,0,0,0,0,0,0,0.034404902,0,0,0,0,0.034937103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Equity Hedge EUR,0,0,0,0,0,0,0,0,0,0,0,0.034737733,0,0,0,0,0.046343954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Equity Hedge GBP,0,0,0,0,0,0,0,0,0,0,0,0.036410223,0,0,0,0,0.044932966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Equity Hedge USD,0,0,0,0,0,0,0,0,0,0,0,0.033513057,0,0,0,0,0.035383178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA Hedge Fund Strategies - Equity Hedge USD Class C,0,0,0,0,0,0,0.02878572,0,0,0,0,0,0.144671149,0,0,0.013743876,0.132667966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA ICAV Absolute Return Composite (CHF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA ICAV Absolute Return Composite (EUR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA ICAV Absolute Return Composite (GBP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA ICAV Absolute Return Composite (USD Class C),0,0,0,-0.060458623,0.060003955,-0.01269135,0,0,-0.003115448,-0.040980276,0.051544254,0.006628351,0,0,-0.014562371,0,0.013700616,0,0.026291312,0,0,0,0,-0.042244133,0.005670742,-0.029978732,-0.004990704,0,0,0,-0.006208683,0.009200517,0.027143817,-0.005508528,0,-0.032837582,-0.104152742,0.560080234,0,-0.054220678
AIA ICAV Absolute Return Composite (USD),0,0,0,-0.050374506,0.070259144,-0.01302438,0,0,-0.002103526,-0.045473757,0.035933492,0.013305049,-0.001284646,0,-0.016405079,0,0.022721603,0,0.058883309,0,0,0,0,-0.034150108,0.018751154,-0.029350931,-0.022205533,0.005034707,0,0,-0.001430672,0.005644055,0.016584144,-0.006050963,0,-0.041852405,-0.14980424,0.567204731,0,-0.031872442
AIA ICAV Alternative Credit Composite (CHF A1 Acc),0,0,0,0.014563229,0,0,0.014387177,0,0,0,0,0.003364494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007990281,0,0,0,0,0,0,0.015593616,0,0.021335965,0,0,0,0
AIA ICAV Alternative Credit Composite (EUR A1 Acc),0,0,0,0.002502801,0,-0.008720359,0.008282996,0,-0.003524697,-0.034324058,-0.001126213,0.007143699,-0.004925834,0,-2.70E-05,0,0.002610567,-0.031657861,0,-0.035176437,0,0,0,0,0,0.007289718,0.079771246,0.024199984,0,0,0,0.000839483,-0.009495949,0.001430985,0,0.022625443,0,0.165009511,0,0.089199233
AIA ICAV Alternative Credit Composite (GBP A1 Acc),0,0,0,0,0,0,0.018628904,0,0,0,0,0,0,0,0,0,0,0,0,-0.011639666,0,0,0,0,0,0.022401848,0.013934348,0,0,0,0,0,0,0.012349404,0,0.025868055,0,0,0,0
AIA ICAV Alternative Credit Composite (USD A1 Acc),-0.03514158,0.002018065,0,0,0.00479086,-0.007716078,0.013065187,0,-0.004493213,-0.041277271,0,0.010587568,-0.006533443,0.010037457,0,0,-0.001123146,-0.017753589,0,-0.04707119,-0.004818187,0,0,-0.017071941,0,0.036403749,0.072639265,0.055396493,0,-0.006890293,0,0.005061986,-0.013017528,0.002422736,0.050154008,0.027828221,0,0.197001297,0,0.116484733
AIA ICAV Equity Hedge Composite (CHF),0,0,0,0.053949991,0.002347206,0.14792536,0,0.091071876,-0.072363955,0,0.029237052,0.063082557,-0.007706197,0,-0.120986002,0,0.072456822,0,0,0,0,0,0,0,-0.055861123,-0.043246957,0,0,0,0,0,0,-0.012479364,0.010447262,0,0,0,0.635287758,0,0
AIA ICAV Equity Hedge Composite (GBP),0,0,0,0.045494895,0.00949624,0.139759671,0,0.055415387,-0.056006916,0,0.011016717,0.067629918,0,0,-0.087361689,0,0.070183584,0,0,0,0,0,0,0,-0.071502904,-0.016024555,0,0,0,0,0,0,-0.004339209,0.009354015,0,0,0,0.60421824,0,0
AIA ICAV Equity Hedge Composite (USD),0,0,0.132809025,0.042851726,0.012701482,0.084837178,-0.063327563,0.122286629,-0.081090482,0,0.077447214,0.013940756,-0.019711514,0,-0.150246166,0,0.109231119,0,0,0,-0.127231096,0,0,0,-0.009539917,-0.038176298,0,0.051590673,0,0,0,0,-0.008453001,0.000300476,0,0,0,0.685184575,0,0
AIA ICAV Hedged Equity Composite (EUR),0,0,0,0.050514951,0.004894302,0.141724364,0,0.061521115,-0.061971693,0,0.018272215,0.064381419,0,0,-0.096530147,0,0.073445254,0,0,0,0,0,0,0,-0.063717622,-0.02870264,0,0,0,0,0,0,-0.00580696,0.010254428,0,0,0,0.615846991,0,0
AKO European Long-Only Fund,0,0.703507537,0,-0.083025315,0.150980784,0.002759879,-0.074799715,0,-0.05920712,0,0,0.245049859,0,0,-0.013095003,0,0.0207605,0,0,0.062893427,0,0,0,0,0,0,0,0,-0.617361662,0,0,0,0,0.003849897,0,0.010564012,0,0,0,0
AKO European Long Only Fund A1,0,0.750225818,0,-0.073177243,0.141357994,0,-0.114612568,0,-0.070982079,0.026536154,0,0.228587443,0,0,-0.028392502,0,0.047535023,0,0,0.055534651,0,0,0,0,0,0,0,0,-0.67727727,0,0,0,0,0.006824077,0,0.015649668,0,0,0,0
AKO Fund Ltd,0,0.444297535,0,-0.112561824,0.150928978,0.068019215,-0.149281882,0,-0.072236689,0,0,0.238792474,0,0.011019201,-0.038503068,0,0,0.045285619,0,0.162565732,0,0,0,0,0,0,0,0.223888342,-0.173409848,0,0,0,-0.000848372,-0.009853773,0,-0.021862766,0,0,0,0
AKO Fund Ltd A2,0,0.47177356,0,-0.12326077,0.130311926,0.067726329,-0.160703949,0,-0.069494042,0,0,0.242198981,0,0.026176435,-0.042939261,-0.025133256,0.001882614,0.05741419,0,0.160425458,0,0,0,0,0.009223907,0,0,0.237218787,-0.196284807,0,0,0,-0.004318557,-0.011339185,0,-0.019366429,0,0,0,0
AKO Global Fund Limited,0,0.156974776,0,-0.075895344,0.062792083,0,0,0,-0.045090346,0,0.121701616,0.068125759,0,0,-0.02355973,0,0.034010753,0.204760811,0,0.088526162,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008319166,0,0,0,0,0,0
AKO Global Fund ProForma,0,0.156974776,0,-0.075895344,0.062792083,0,0,0,-0.045090346,0,0.121701616,0.068125759,0,0,-0.02355973,0,0.034010753,0.204760811,0,0.088526162,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008319166,0,0,0,0,0,0
Akre Focus Instl,0,0,0,-0.088812175,0.031490765,0.001953677,0.066839119,0,-0.013190056,0.045532337,0,0.148728708,0,0,0,0,0.035181482,0,0.343521659,0.190892475,0,0,0,0,0,0,0,0,0,0,0,0,-0.000480742,0.015761306,0,0,0.375218535,0,0,0
Alerian MLP ETF,0.042023502,-0.173172831,0,-0.114464435,-0.204101983,0.04561787,-0.122929915,0.78604776,0.658220956,-0.959726152,-0.043486236,0.353448808,0,-0.072729467,-0.500785911,0.095569193,0,0,0.675376917,-0.476700988,0,0.245475171,0.277248033,0.879107736,-0.435261139,0.272203342,0.307605213,0.309367541,0,0.174795837,-0.297302016,0,0.073481644,-0.203284639,0.118784883,0.018508395,0,1.124571169,0.359794364,0.03769119
Algebris Financial Credit I EUR Acc,0,0.002467047,0,0,0.030808599,-0.012153549,0.174887211,0,0,0,0,0.006400028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172418009,0.185450095,0,-0.086307269,0,-0.035028785,0,-0.022296193,-0.014643412,0,0,0,0,0,0.119951839
Algebris Financial Credit R USD Acc,0,0,0,0,0.046732427,0,0.176839944,0,0,0,0,0.019955776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091502944,0.155382951,0,0,0,0,0,0,-0.005471691,0,0.003886449,0,0,0,0
Alta Park Fund Ltd,0,0,0,0,0.104144156,0,0,0,-0.103529515,0,0,0,0.077266404,0,-0.05813322,0,0.162404481,0,0,0.03283611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042188741,0,0,0,0,0,0
AlTi-Allianz Private Debt Composite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi-Allianz Private Debt EUR Composite,0,0,0,0.009951008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi HK Private Debt,0,0,0,0.026976943,0,0,0,0,0,0,0,0,0,0,0.066994784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi HK Private Equity,0,0,0,0,0,0,0,0,-0.041592483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi HK Real Estate,0,0,0,0,0,0.053847802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283844153,0,0,-0.010219296,0,0,0,0,0,0
AlTi International - Impact PE Composite,0,0.006857119,0,0,0.186930576,-0.035560578,-0.00581084,0,0.005412429,0,0.006692534,-0.026450941,-0.015361342,-0.018285419,-0.002755369,-0.003132542,-0.006839576,0,0.053609977,-0.001958115,0,-0.026047918,-0.026383252,-0.081431861,0.010035376,0.024708983,0,0.005842438,-0.035034713,0,0,0,0.015550278,0.00355048,0,-0.017599995,0,-0.092713731,0.863342483,0
AlTi International - Impact Real Estate Composite,0,-0.026793822,0,0.037535317,-0.049634052,0,-0.069179459,-0.033966145,-0.018389181,-0.03585819,0.027777556,0.020593568,-0.021885326,0.01229973,0,0,-0.043536149,0,0.18531579,0.022805674,0,0,0,0,0.029573224,-0.054623395,0,0,0,-0.068847492,0,0.025898321,-0.021360305,-0.010968178,0,0.542359264,0,0,0.184644575,0
AlTi International - PE Composite,0.000346217,0,0,0.00019863,0.00213031,0,0.000306567,0,0.000253296,0,0,0.000746212,9.17E-05,0.000128615,0,0,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-05,0,0,0.002573565,0,0.986871328,0
AlTi International - Private Credit Composite,0,0,0,0,6.00E-05,0,0,0,0,0.000100048,0,0.001052757,0,2.44E-05,0.000829796,0,0,0,0,0,0,0,0,0,0,0,0.000451201,0,-0.00137577,0,0,0,0,0.000478139,0,3.18E-05,0,0,0,0.990930961
AlTi International - Real Estate Composite,0,-0.026693992,0,0.037508451,-0.04973346,0,-0.069264149,-0.033973577,-0.018438707,-0.035838851,0.027780145,0.020558452,-0.02187328,0.012317344,0,0,-0.043471036,0,0.185300699,0.022813067,0,0,0,0,0.029541384,-0.054568053,0,0,0,-0.068953695,0,0.025870974,-0.021356216,-0.01096881,0,0.542399758,0,0,0.184833797,0
AlTi Onshore - Buyout Composite,0,0.033889829,0,0.020601752,-0.066927774,7.57E-05,0.021114693,0,0.007098843,0.016980435,0.014963488,0,0,0.009779678,2.13E-06,0.007860982,-0.003073245,0,0.031496083,-0.007623333,0,0.002173318,0,0,0.004314939,0.025164537,0,0,-0.002328474,0,0,0,0.003500993,0.00243773,0,0,0.007328994,0,0.906877393,0.107571497
AlTi Onshore - Impact PE Composite,0,0.006857119,0,0,0.186930576,-0.035560578,-0.00581084,0,0.005412429,0,0.006692534,-0.026450941,-0.015361342,-0.018285419,-0.002755369,-0.003132542,-0.006839576,0,0.053609977,-0.001958115,0,-0.026047918,-0.026383252,-0.081431861,0.010035376,0.024708983,0,0.005842438,-0.035034713,0,0,0,0.015550278,0.00355048,0,-0.017599995,0,-0.092713731,0.863342483,0
AlTi Onshore - PE Composite,0,0.025824043,0,0,0.054442924,-0.019365674,0.00061973,0,0.004474418,0.000785628,0.013383012,-0.01427105,-0.009237389,0,0,0,-0.005888492,0,0.039810634,-0.010559383,-0.001714627,-0.002554552,-0.004216578,0,0.007770354,0.014141022,0,0,-0.010629874,0,0,0,0.00448237,0.002539291,0,-0.009392272,0,-0.000211797,0.912008815,0
AlTi Onshore - Private Credit Composite,0,0,0,0.000527021,0,0,-0.001236509,0,0,0,0,0.014737805,0,0,0.003362855,-0.011196028,0,0,0,-0.017430248,0,0,0,0.067689275,0,0.023581475,0,0.033457932,0,0,0,0.014645971,0.00531175,0.002435114,0,0,0,0,0,0.799616357
AlTi Onshore - Real Estate Composite,0,-0.026793822,0,0.037535317,-0.049634052,0,-0.069179459,-0.033966145,-0.018389181,-0.03585819,0.027777556,0.020593568,-0.021885326,0.01229973,0,0,-0.043536149,0,0.18531579,0.022805674,0,0,0,0,0.029573224,-0.054623395,0,0,0,-0.068847492,0,0.025898321,-0.021360305,-0.010968178,0,0.542359264,0,0,0.184644575,0
AlTi Onshore - Venture Composite,-0.002393977,0,-0.012347696,-0.008493266,0.362869353,-0.056774132,-0.026161542,0,0.007423404,-0.001077851,0,-0.039901563,-0.023373014,-0.040859534,-0.012189129,-0.006242046,-0.010047188,0,0.07277432,0,0,-0.057095023,-0.050384772,-0.199092408,0.016782094,0.027749608,0.011572508,0.047804003,-0.031715755,0.011826391,0,0,0.027069707,0.003991524,0,-0.025953101,-0.008464046,-0.193243323,0.820695985,0
AlTi Tax-Advantaged Real Estate Fund LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apollo Debt Solutions Class I,0,0,0,0,0,-0.07773844,0,-0.070223368,0.005345834,0,0.05957265,0.004124495,0.025810982,0.007045255,0,0,-0.005537349,0.021494148,0,-0.005119762,0,0,-0.097825639,0,0,0,0,0.00777358,0,0,0,0,0,0,0.046375898,0.094195908,0,0,0,0.266729245
Apollo Debt Solutions ProForma,0,0,0,0,0,-0.038636734,0,0.00782503,0.00025683,0,0,0.032902756,0,-0.036530879,0,-0.017714985,0,0,0,-0.136844423,0,0,0,0,0,0.015975354,0.140439893,0.079991611,0,0,0,0,0.004132409,0,0.018091036,0.080382283,-0.064807705,0.162477888,0,0.478387073
Arcus Japan A Acc JPY,0,-0.635992231,1.681710755,0,0,0.052164137,0.049329935,0,0.05018085,0.041975384,-0.031872873,0.055020179,0.061697212,-0.000474171,-0.094041006,0.00793392,-0.270719935,0,0,-0.231388691,-0.23783263,0,0,-0.065068016,0,-0.002602818,-0.099670323,0,-0.1160663,-0.573236961,0,-0.177379442,-0.009301833,0.072170326,0,-0.084922295,0,0,0,0
Arcus Japan A Acc USD H,0,-0.642866488,1.723798336,0,0,0.048993177,0.045758046,0,0.052003656,0.022697715,-0.042162403,0.050472583,0.066897487,-0.000695933,-0.091864128,0.007950008,-0.264885069,0,0,-0.235131124,-0.240906608,0,0,-0.039266582,-0.007674853,-0.019378721,-0.079253489,0,-0.090090571,-0.586375658,0,-0.19813191,0,0.07689606,0,-0.089056982,0,0,0,0
Arcus Japan Value Fund - Relative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artisan International Value Advisor,-0.240717188,0.359831703,0.098977114,0.076857752,0.124835323,0.016403518,0.069408912,-0.030912237,0.042451903,0.065899109,0.068786219,0.056654289,-0.031130715,-0.037838977,-0.088721806,0.072385901,-0.132691937,0,0.144939421,-0.118998366,-0.123441276,-0.019408166,0.21840081,0.096381512,0.020157711,0.254444021,0.015277223,0,0,-0.04903626,0,0,0.050966721,-0.004405482,-0.057870603,0.083837737,0,0.380088979,-0.075697513,-0.263014871
Avanath Affordable Housing Renaissance Fund LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11891866,0,0,0,0,0,0,0,0,0,0
AXAWF US High Yield Bonds I Cap CHF H,0,0,0,0,0.00402253,0,0,0,0,0,0,0,0,0.019565988,0,0.00289999,0,0,0,0,0,0,0,0.268655521,0,0,0,0,0,0.009205504,0,0,-0.017030052,0.005028801,0.01253078,0,0.017612778,0,0,0.618617298
