,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG,HF,Diversified PE,Diversified Debt
AIA ICAV Equity Hedge Composite (GBP),0,0,0,0.050735239,0.018959469,0.125334785,0,0.034213156,-0.051042669,0.012682897,0,0.055767067,0,0,-0.065672272,0,0.080870506,0,0,0,0,0,0,0,-0.067370236,-0.016426841,0,0,0,-0.003079306,0,0,-0.004357381,0.011659743,0,0,0,0.559778499,0,0
AIA ICAV Equity Hedge Composite (USD),0,0,0.174426234,0.05977546,0.015328598,0.080603661,-0.089321426,0.190646739,-0.098680578,0,0.086151102,0,-0.045445384,-0.006513029,-0.182495971,0,0.121765258,0,0,0.016935714,-0.159044348,0,0,0,0,-0.053847106,-0.014270074,0.077508139,0,0,0,0,-0.014373718,0.002666817,0,-0.022675652,0,0.753552316,0,0
AIA ICAV Hedged Equity Composite (EUR),0,0,0,0.057838649,0.014166521,0.130898415,0,0.063536912,-0.063490549,0.011253459,0.007855573,0.046249585,0,0,-0.09004504,0,0.084798878,0,0,0,0,0,0,0,-0.055964532,-0.039083619,0,0,0,-0.00797907,0,0,-0.008135503,0.01264261,0,0,0,0.5847108,0,0
AKO European Long-Only Fund,0,0.699204689,0,-0.092579789,0.15643613,0,-0.07123727,0,-0.061506036,0.020939595,0,0.225085262,-0.000338396,0,-0.012850473,0,0.017941174,0,0,0.06088975,0,0,0,0,0.0080964,0,0,0,-0.626856154,0,0,0,-0.00171281,0.006732433,0,0.009089926,0,0,0,0
AKO European Long Only Fund A1,0,0.750225818,0,-0.073177243,0.141357994,0,-0.114612568,0,-0.070982079,0.026536154,0,0.228587443,0,0,-0.028392502,0,0.047535023,0,0,0.055534651,0,0,0,0,0,0,0,0,-0.67727727,0,0,0,0,0.006824077,0,0.015649668,0,0,0,0
AKO Fund Ltd,0,0.477809789,0,-0.113680774,0.133362331,0.055883563,-0.153679439,0,-0.076374284,0,0.026129962,0.20931206,-0.004480132,0.0551434,-0.055496615,-0.067912838,0.009771384,0.114607387,0,0.15799564,0,0,0,0,0.048110103,0,0,0.215098356,-0.281996918,0,0,0,-0.031764172,-0.003827577,0,-0.051846112,0,0,0,0
AKO Fund Ltd A2,0,0.49156432,0,-0.120848634,0.1222115,0.058166776,-0.157439102,0,-0.071069347,0,0.015201399,0.207170485,-0.001217479,0.062363258,-0.052401926,-0.088038905,0.018232516,0.110810712,0,0.155020237,0,0,0,0,0.05336819,0,0,0.222429846,-0.290948799,0,0,0,-0.032598151,-0.006060725,0,-0.044190115,0,0,0,0
AKO Global Fund Limited,0,0.152342183,0,-0.07988925,0.076905286,0,0,0,-0.045806297,0,0.122390933,0.053626204,0,0,-0.017840323,0,0.036601878,0.200931695,0,0.087766241,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005326584,0,0,0,0,0,0
AKO Global Fund ProForma,0,0.152342183,0,-0.07988925,0.076905286,0,0,0,-0.045806297,0,0.122390933,0.053626204,0,0,-0.017840323,0,0.036601878,0.200931695,0,0.087766241,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005326584,0,0,0,0,0,0
Akre Focus Instl,0,0,0,-0.123193176,0.000565817,0,0.095483941,0,-0.023264538,0.097638484,-0.002267523,0.097065791,-0.004826958,0.039025052,-0.013627967,-0.155934521,0,0,0.433197269,0.158169771,0,0,0.012687955,0.022296216,0,0,0,0,0,0.065547738,0,0,-0.099335808,0.021097869,0.083565368,0,0.415773497,0,0.136059763,0
Alerian MLP ETF,0,-0.280213459,0,-0.010604415,-0.062862684,0,-0.005609242,0.659835822,0.681545269,-0.673143697,-0.01745563,0.235583584,0,-0.092135468,-0.424230272,0,0,0,0.688414914,-0.278122657,0,0,0,0.796652814,-0.385961576,0.292632576,0.325128073,0,-0.248178634,0.056407995,0,0.006992124,0.048529325,-0.187158574,0,0,0,0.665579985,0.119385319,0.489141028
Algebris Financial Credit I EUR Acc,0,0.01072568,0,0,0.036019027,-0.021661316,0.173346482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172217134,0.184230379,0,-0.096943764,-0.000766453,-0.041550595,0,-0.020170275,-0.015475698,0,0,0,0,0,0.140955288
Algebris Financial Credit R USD Acc,0,0,0,0,0.053324518,0,0.179314893,0,0,0,0,0.011444733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089566094,0.16434284,0,0,0,0,0,0,-0.005517447,0,0.000467786,0,0,0,0
Alta Park Fund Ltd,0,0,0,0,0.121768491,0,0,0,-0.102328645,0,-0.032367594,0,0.067413239,0,-0.027095639,0,0.159991929,0,0,0.033102577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040002142,0,0,0,0,0,0
AlTi-Allianz Private Debt Composite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi-Allianz Private Debt EUR Composite,0,0,0,5.88E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi HK Private Debt,0,0,0,0.048069373,0,0,0,0,0,0,0,0,0,0,0.066789917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi HK Private Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi HK Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlTi International - Impact PE Composite,-0.010442487,0,0,-0.011661133,0.176640825,-0.034673251,-0.008665903,0,0.005531275,-0.002478755,0.02083626,-0.025495791,-0.011198419,-0.009766689,-0.006502154,-0.003347554,-0.00965342,0,0.043393364,-0.006402534,0,-0.022235657,-0.023874844,-0.086245772,0.006947671,0.022122609,0.007030408,0.008062447,-0.020091855,0.00161648,0,-0.000581461,0.007839218,0.002512242,0,-0.011133116,0,-0.099143705,0.911120724,0
AlTi International - Impact Real Estate Composite,0,-0.029830082,0,0.033686785,-0.053142239,0,-0.070955902,-0.026823159,-0.020590661,-0.026994058,0.030907516,0.012966879,-0.021765802,0.00978589,0,0,-0.045680072,0,0.180079588,0.02367208,0,0,0,0,0.029927611,-0.051334899,0,0,0,-0.064769615,0,0.029585976,-0.028295182,-0.01186618,0,0.537628474,0,0,0.208840773,0
AlTi International - PE Composite,0.00012375,0,0,2.81E-05,0.001772512,0,0.000379821,0,0.000157117,0,0,0.000690002,0,0.000129292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124925,0,2.85E-05,0.002105469,0,0.989073082,0
AlTi International - Private Credit Composite,0,0,0,0,0,0,0,0.000243904,0,0,0,0.000898262,0,0.000276243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162098,0,0.000462666,0,0,0,0.992201453
AlTi International - Real Estate Composite,0,-0.029727077,0,0.033664539,-0.053232679,0,-0.071037561,-0.026831723,-0.020638897,-0.026971384,0.030902745,0.012935015,-0.02175554,0.00979797,0,0,-0.045613117,0,0.180069361,0.02368076,0,0,0,0,0.029895527,-0.051282884,0,0,0,-0.064878504,0,0.029558438,-0.028283962,-0.011866492,0,0.537668695,0,0,0.208997776,0
AlTi Onshore - Buyout Composite,0,0.035657428,0,0.023071544,-0.061851552,0.001162738,0.022170878,0,0.007288915,0.017340662,0.011681012,0,0,0.007339534,0,0.009709791,-0.000854545,0,0.031945245,-0.007124756,0,0.000219796,0,0,0.003956027,0.02229229,0,0,0,0,0,0,0.005916204,0.002529852,0,0,0.007472757,0,0.887132791,0.113663494
AlTi Onshore - Impact PE Composite,-0.010442487,0,0,-0.011661133,0.176640825,-0.034673251,-0.008665903,0,0.005531275,-0.002478755,0.02083626,-0.025495791,-0.011198419,-0.009766689,-0.006502154,-0.003347554,-0.00965342,0,0.043393364,-0.006402534,0,-0.022235657,-0.023874844,-0.086245772,0.006947671,0.022122609,0.007030408,0.008062447,-0.020091855,0.00161648,0,-0.000581461,0.007839218,0.002512242,0,-0.011133116,0,-0.099143705,0.911120724,0
AlTi Onshore - PE Composite,0,0.02364987,0,0,0.050675373,-0.018292656,0,0,0.004575769,0,0.016886094,-0.013353366,-0.008780594,0,0,0,-0.006860586,0,0.036137347,-0.011133412,0,-0.00278435,-0.00443139,0,0.006086369,0.015816974,0,0,-0.008953465,0,0,-7.84E-05,0.002730265,0.002272387,0,-0.007675238,0,-0.003601352,0.92268753,0
AlTi Onshore - Private Credit Composite,0,0,0,0,0,0,-0.001992735,0,0,0,0.002606485,0.014734428,0,0,0.002000419,-0.012667481,0,0,0,-0.018597099,0,0,0,0.069339659,0,0.02434138,0,0.031995201,0,0,0,0.015520124,0.004717654,0.001785658,0,0,0,0,0,0.803773291
AlTi Onshore - Real Estate Composite,0,-0.029830082,0,0.033686785,-0.053142239,0,-0.070955902,-0.026823159,-0.020590661,-0.026994058,0.030907516,0.012966879,-0.021765802,0.00978589,0,0,-0.045680072,0,0.180079588,0.02367208,0,0,0,0,0.029927611,-0.051334899,0,0,0,-0.064769615,0,0.029585976,-0.028295182,-0.01186618,0,0.537628474,0,0,0.208840773,0
AlTi Onshore - Venture Composite,-0.019283841,0,-0.007096285,-0.031964003,0.338477225,-0.06377746,-0.035279982,0.002203489,0.007330714,-0.025823131,0.020734926,-0.040006098,-0.02067285,-0.022830809,-0.020810788,-0.003730543,-0.014917327,0,0.06296253,-0.008872599,0,-0.050983038,-0.058366663,-0.185465745,0.011122167,0.015587678,0.039660372,0.051668426,0,0.017625421,0,-0.004119219,0.01143397,0.002688239,0,-0.015284318,-0.000582469,-0.20085471,0.930294076,-0.039437429
AlTi Tax-Advantaged Real Estate Fund LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apollo Debt Solutions Class I,0,0,0,0,0,-0.079008855,0,-0.048904599,0.00117151,0,0.048579292,0.004403403,0.008885903,0,0,0,0,0.03382882,0,-0.004692473,0,0,-0.055757877,0,0,0,0,0.004016393,0,0,0,0.005560784,0,0,0.017925527,0.080685616,0,0,0,0.250975778
Apollo Debt Solutions ProForma,0,0,0,0,0,-0.041150406,0,0.008771128,0.000500767,0,0,0.02981853,0,-0.036478362,0,-0.014620471,0,0,0,-0.131976524,0,0,0,0,0,0.008890859,0.139502935,0.069797329,0,0,0,0,0.005699146,0,0,0.079017611,-0.05587427,0.152113442,0,0.483459243
Arcus Japan A Acc JPY,0,-0.580058467,1.664454119,0,0,0.039831219,0.019972694,0,0.046314516,0,-0.054667965,0.071771429,0.054535437,-0.006036704,-0.092038108,0.067941807,-0.260576051,0,0,-0.232025818,-0.330140388,0,0,-0.046286232,0,-0.071726878,-0.053097952,0,-0.001131278,-0.551515327,0,-0.181899899,0,0.068830144,0,-0.075963792,0,0,0,0
Arcus Japan A Acc USD H,0,-0.58519421,1.691999599,0,0,0.042386036,0.016262035,0,0.047081023,0,-0.068189201,0.063661401,0.064384947,-0.004073193,-0.087473453,0.059408541,-0.259398213,0,0,-0.235986329,-0.326104404,0,0,-0.034386482,0,-0.073159178,-0.037445193,0,0,-0.561247052,0,-0.193579388,0,0.071736414,0,-0.083898306,0,0,0,0
Artisan International Value Advisor,-0.04363093,0.392109647,0.086573451,0.077067158,0.06073173,0,0.052107985,0,0.033185417,0.063926178,0.050440398,0.018196133,-0.042593214,-0.030522192,-0.089088425,0.060122926,-0.13391012,0,0.101541955,-0.070123321,0,-0.004752938,0.088961452,0,0,0.186815938,0.029497002,0,0,-0.056311797,0,0.000345878,0.025089357,-0.003289966,-0.053359202,0.06413478,-0.018364986,0.288636471,0,-0.036961393
Avanath Affordable Housing Renaissance Fund LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117338595,0,0,0,0,0,0,0,0,0,0
AXAWF US High Yield Bonds I Cap CHF H,0,0,0,0,0.003886756,0,0,0,0,0,0,0,0,0.019540432,0,0.005709988,0,0,0,0,0,0,0,0.271033805,0,0,0,0,0,0.009986199,0,0,-0.015907464,0.004814649,0.012401277,0,0.016034072,0,0,0.612634237
AXAWF US High Yield Bonds I Cap GBP H,0,0,0,0,0.005710561,0,0,0,0,0,0,0,0,0.008758547,0,0.014378777,0,0,0,0,0,0.002765325,0,0.274090311,0,0,0,0,0,0.006841342,0,0,-0.00676842,0.004134615,0,0,0.009371918,0,0,0.642481325
